Regione_ID;Regione;Anno;Prezzo_mq;Superficie_mq;Affitto_mensile
5;Emilia-Romagna;2020;9.39;125.58;1178.56
5;Emilia-Romagna;2020;8.84;162.19;1433.74
5;Emilia-Romagna;2020;9.54;145.81;1390.85
5;Emilia-Romagna;2020;10.62;64.54;685.54
5;Emilia-Romagna;2020;8.46;62.46;528.58
5;Emilia-Romagna;2020;7.21;142.16;1025.59
5;Emilia-Romagna;2020;6.26;109.58;685.45
5;Emilia-Romagna;2020;10.3;105.98;1091.34
5;Emilia-Romagna;2020;8.81;125.67;1106.99
5;Emilia-Romagna;2020;8.28;90.36;747.87
5;Emilia-Romagna;2020;9.35;165.73;1550.22
5;Emilia-Romagna;2020;9.22;63.6;586.06
5;Emilia-Romagna;2020;8.61;78.35;674.59
5;Emilia-Romagna;2020;9.27;125.12;1160.15
5;Emilia-Romagna;2020;7.44;111.87;832.82
5;Emilia-Romagna;2020;9.28;190.23;1765.36
5;Emilia-Romagna;2020;8.9;123.52;1098.88
5;Emilia-Romagna;2020;7.68;76.64;588.92
5;Emilia-Romagna;2020;9.78;58.81;574.99
5;Emilia-Romagna;2020;8.56;130.76;1119.75
5;Emilia-Romagna;2020;9.66;199.45;1925.8
5;Emilia-Romagna;2020;8.56;64.76;554.19
5;Emilia-Romagna;2020;8.17;128.6;1050.0
5;Emilia-Romagna;2020;7.21;95.41;688.12
5;Emilia-Romagna;2020;9.77;190.68;1863.08
5;Emilia-Romagna;2020;9.58;93.64;897.03
5;Emilia-Romagna;2020;7.42;125.57;931.17
5;Emilia-Romagna;2020;8.94;135.23;1209.01
5;Emilia-Romagna;2020;8.17;90.77;741.67
5;Emilia-Romagna;2020;8.12;177.37;1439.81
5;Emilia-Romagna;2020;10.24;152.41;1560.98
5;Emilia-Romagna;2020;8.99;117.86;1059.5
5;Emilia-Romagna;2020;8.93;146.73;1309.77
5;Emilia-Romagna;2020;8.53;125.63;1071.36
5;Emilia-Romagna;2020;7.56;192.09;1452.6
5;Emilia-Romagna;2020;8.56;61.83;529.38
5;Emilia-Romagna;2020;8.75;137.35;1201.96
5;Emilia-Romagna;2020;10.31;160.12;1651.45
5;Emilia-Romagna;2020;7.32;114.36;837.46
5;Emilia-Romagna;2020;9.67;154.38;1492.5
5;Emilia-Romagna;2020;8.14;187.26;1525.22
5;Emilia-Romagna;2020;8.57;99.66;853.74
5;Emilia-Romagna;2020;8.31;141.32;1174.54
5;Emilia-Romagna;2020;8.82;127.06;1121.16
5;Emilia-Romagna;2020;9.31;104.16;969.48
5;Emilia-Romagna;2020;6.44;118.69;764.96
5;Emilia-Romagna;2020;8.66;172.19;1490.56
5;Emilia-Romagna;2020;8.55;163.81;1400.08
5;Emilia-Romagna;2020;9.33;163.53;1525.38
5;Emilia-Romagna;2020;9.1;181.1;1647.23
5;Emilia-Romagna;2020;8.0;178.04;1423.97
5;Emilia-Romagna;2020;9.07;54.57;495.04
5;Emilia-Romagna;2020;7.87;82.34;648.06
5;Emilia-Romagna;2021;10.2;186.25;1900.49
5;Emilia-Romagna;2021;8.79;96.05;843.98
5;Emilia-Romagna;2021;8.03;52.84;424.22
5;Emilia-Romagna;2021;10.54;145.59;1535.18
5;Emilia-Romagna;2021;9.19;156.38;1437.63
5;Emilia-Romagna;2021;9.22;88.2;813.17
5;Emilia-Romagna;2021;8.83;73.2;646.21
5;Emilia-Romagna;2021;9.36;140.07;1311.33
5;Emilia-Romagna;2021;8.71;116.77;1017.3
5;Emilia-Romagna;2021;9.35;192.22;1797.14
5;Emilia-Romagna;2021;8.94;154.3;1379.17
5;Emilia-Romagna;2021;8.96;181.12;1623.68
5;Emilia-Romagna;2021;7.78;183.99;1432.35
5;Emilia-Romagna;2021;8.79;187.8;1651.29
5;Emilia-Romagna;2021;8.35;94.6;789.7
5;Emilia-Romagna;2021;7.92;80.86;640.6
5;Emilia-Romagna;2021;6.07;137.39;834.41
5;Emilia-Romagna;2021;9.4;102.42;962.54
5;Emilia-Romagna;2021;8.86;54.52;482.76
5;Emilia-Romagna;2021;8.24;141.61;1167.51
5;Emilia-Romagna;2021;9.86;65.68;647.33
5;Emilia-Romagna;2021;8.93;99.44;887.99
5;Emilia-Romagna;2021;10.82;139.22;1506.55
5;Emilia-Romagna;2021;8.67;79.71;691.03
5;Emilia-Romagna;2021;6.77;89.43;605.58
5;Emilia-Romagna;2021;8.62;158.67;1367.86
5;Emilia-Romagna;2021;9.19;78.94;725.21
5;Emilia-Romagna;2021;9.0;76.78;691.18
5;Emilia-Romagna;2021;8.52;69.49;592.25
5;Emilia-Romagna;2021;8.79;165.62;1455.84
5;Emilia-Romagna;2021;8.61;91.77;790.29
5;Emilia-Romagna;2021;7.94;55.02;436.71
5;Emilia-Romagna;2021;7.61;168.6;1283.44
5;Emilia-Romagna;2021;10.01;189.53;1896.81
5;Emilia-Romagna;2021;10.25;51.49;527.77
5;Emilia-Romagna;2021;9.25;185.42;1714.52
5;Emilia-Romagna;2021;8.51;103.34;879.8
5;Emilia-Romagna;2021;9.34;92.33;862.31
5;Emilia-Romagna;2021;10.62;152.9;1624.54
5;Emilia-Romagna;2021;9.42;88.82;836.59
5;Emilia-Romagna;2021;7.89;122.25;964.87
5;Emilia-Romagna;2021;9.18;190.38;1747.21
5;Emilia-Romagna;2021;9.36;66.08;618.43
5;Emilia-Romagna;2021;7.94;151.69;1204.68
5;Emilia-Romagna;2021;8.76;91.37;800.79
5;Emilia-Romagna;2021;9.29;157.8;1466.39
5;Emilia-Romagna;2021;7.87;120.76;950.31
5;Emilia-Romagna;2021;8.91;192.64;1715.77
5;Emilia-Romagna;2021;8.2;199.61;1636.57
5;Emilia-Romagna;2021;8.38;175.58;1470.81
5;Emilia-Romagna;2021;7.8;104.05;811.75
5;Emilia-Romagna;2021;9.76;111.83;1091.59
5;Emilia-Romagna;2021;9.26;106.79;989.12
5;Emilia-Romagna;2021;8.42;52.58;442.59
5;Emilia-Romagna;2021;9.15;104.17;952.65
5;Emilia-Romagna;2021;8.28;128.89;1067.04
5;Emilia-Romagna;2021;9.28;165.49;1535.98
5;Emilia-Romagna;2021;9.67;147.73;1428.18
5;Emilia-Romagna;2021;6.77;152.44;1031.32
5;Emilia-Romagna;2021;8.4;127.75;1073.44
5;Emilia-Romagna;2021;9.17;184.52;1691.68
5;Emilia-Romagna;2021;12.4;64.77;803.42
5;Emilia-Romagna;2021;9.45;103.2;975.6
5;Emilia-Romagna;2021;8.34;117.41;979.46
5;Emilia-Romagna;2021;9.12;56.94;519.31
5;Emilia-Romagna;2021;8.03;145.32;1167.65
5;Emilia-Romagna;2021;8.26;136.38;1126.53
5;Emilia-Romagna;2021;8.14;69.16;562.9
5;Emilia-Romagna;2021;8.53;198.78;1695.95
5;Emilia-Romagna;2021;9.9;107.94;1068.9
5;Emilia-Romagna;2021;9.06;57.35;519.44
5;Emilia-Romagna;2021;9.11;97.92;891.89
5;Emilia-Romagna;2021;8.41;101.06;849.89
5;Emilia-Romagna;2021;9.14;187.53;1713.65
5;Emilia-Romagna;2021;9.24;197.37;1823.78
5;Emilia-Romagna;2021;8.92;138.06;1231.74
5;Emilia-Romagna;2021;10.5;52.32;549.43
5;Emilia-Romagna;2021;7.97;199.19;1586.56
5;Emilia-Romagna;2021;8.1;189.23;1533.06
5;Emilia-Romagna;2021;8.59;130.35;1120.33
5;Emilia-Romagna;2021;10.54;162.09;1708.71
5;Emilia-Romagna;2021;9.99;106.49;1064.03
5;Emilia-Romagna;2021;10.25;122.62;1256.9
5;Emilia-Romagna;2021;7.31;72.83;532.0
5;Emilia-Romagna;2021;10.12;98.02;991.54
5;Emilia-Romagna;2021;9.28;54.33;504.41
5;Emilia-Romagna;2021;10.64;128.65;1368.36
5;Emilia-Romagna;2021;8.34;71.62;597.0
5;Emilia-Romagna;2021;8.96;83.87;751.41
5;Emilia-Romagna;2021;8.21;133.24;1093.53
5;Emilia-Romagna;2021;7.55;169.0;1275.68
5;Emilia-Romagna;2021;9.1;118.89;1082.34
5;Emilia-Romagna;2021;9.31;163.04;1517.85
5;Emilia-Romagna;2021;8.83;76.25;673.13
5;Emilia-Romagna;2021;8.2;55.05;451.59
5;Emilia-Romagna;2021;8.07;92.75;748.84
5;Emilia-Romagna;2021;8.61;196.7;1693.48
5;Emilia-Romagna;2021;10.98;99.43;1091.58
5;Emilia-Romagna;2021;8.58;55.77;478.22
5;Emilia-Romagna;2021;8.75;94.59;827.7
5;Emilia-Romagna;2021;9.21;110.07;1014.17
5;Emilia-Romagna;2021;9.61;89.87;863.83
5;Emilia-Romagna;2021;7.64;167.77;1282.44
5;Emilia-Romagna;2021;10.19;117.85;1201.27
5;Emilia-Romagna;2021;9.74;170.3;1658.14
5;Emilia-Romagna;2021;8.17;141.94;1159.13
5;Emilia-Romagna;2021;8.74;164.07;1433.2
5;Emilia-Romagna;2021;8.66;188.38;1631.4
5;Emilia-Romagna;2021;5.92;142.87;845.95
5;Emilia-Romagna;2021;9.19;146.13;1343.13
5;Emilia-Romagna;2021;10.92;186.12;2033.21
5;Emilia-Romagna;2021;8.32;167.52;1393.15
5;Emilia-Romagna;2021;7.82;118.22;924.06
5;Emilia-Romagna;2021;8.66;168.74;1460.49
5;Emilia-Romagna;2021;10.54;155.62;1640.23
5;Emilia-Romagna;2021;9.61;163.12;1567.4
5;Emilia-Romagna;2021;9.48;162.02;1536.26
5;Emilia-Romagna;2021;6.92;123.53;855.21
5;Emilia-Romagna;2021;10.59;50.18;531.65
5;Emilia-Romagna;2021;10.08;187.02;1884.39
5;Emilia-Romagna;2021;9.35;155.55;1453.98
5;Emilia-Romagna;2021;7.28;120.2;875.61
5;Emilia-Romagna;2021;9.74;66.0;643.09
5;Emilia-Romagna;2021;8.84;67.21;593.97
5;Emilia-Romagna;2021;8.28;170.33;1410.36
5;Emilia-Romagna;2021;9.2;95.29;876.73
5;Emilia-Romagna;2021;9.66;179.72;1736.91
5;Emilia-Romagna;2021;9.22;117.69;1085.46
5;Emilia-Romagna;2021;8.94;198.45;1774.6
5;Emilia-Romagna;2021;7.72;151.87;1171.75
5;Emilia-Romagna;2021;7.03;151.0;1061.35
5;Emilia-Romagna;2021;8.07;145.37;1173.39
5;Emilia-Romagna;2021;7.83;124.67;976.7
5;Emilia-Romagna;2021;5.92;65.8;389.46
5;Emilia-Romagna;2021;9.18;145.08;1332.01
5;Emilia-Romagna;2021;9.39;99.02;930.11
5;Emilia-Romagna;2021;8.75;188.98;1654.47
5;Emilia-Romagna;2021;8.93;157.53;1406.91
5;Emilia-Romagna;2021;8.79;127.63;1121.59
5;Emilia-Romagna;2021;8.46;138.01;1166.99
5;Emilia-Romagna;2021;9.64;57.57;554.9
5;Emilia-Romagna;2021;9.26;147.36;1364.91
5;Emilia-Romagna;2021;9.72;116.81;1135.52
5;Emilia-Romagna;2021;8.72;71.44;622.98
5;Emilia-Romagna;2021;8.19;134.72;1103.18
5;Emilia-Romagna;2021;9.13;113.92;1039.49
5;Emilia-Romagna;2021;7.57;193.95;1469.14
5;Emilia-Romagna;2021;8.98;112.28;1008.01
5;Emilia-Romagna;2021;9.46;138.57;1311.38
5;Emilia-Romagna;2021;9.49;111.46;1058.11
5;Emilia-Romagna;2021;8.68;109.99;954.43
5;Emilia-Romagna;2021;8.52;131.05;1116.63
5;Emilia-Romagna;2021;9.24;105.01;969.82
5;Emilia-Romagna;2021;8.77;139.97;1227.63
5;Emilia-Romagna;2021;8.92;57.25;510.86
5;Emilia-Romagna;2021;8.66;113.75;985.39
5;Emilia-Romagna;2021;8.89;115.57;1027.09
5;Emilia-Romagna;2021;7.29;114.1;831.76
5;Emilia-Romagna;2021;9.68;165.7;1604.55
5;Emilia-Romagna;2021;7.83;171.27;1341.12
5;Emilia-Romagna;2021;9.5;66.14;628.36
5;Emilia-Romagna;2021;8.05;199.93;1609.57
5;Emilia-Romagna;2021;8.26;81.19;670.89
5;Emilia-Romagna;2021;10.01;137.63;1377.82
5;Emilia-Romagna;2021;9.39;62.62;587.87
5;Emilia-Romagna;2021;9.83;81.17;797.68
5;Emilia-Romagna;2021;9.37;188.67;1767.95
5;Emilia-Romagna;2021;9.78;91.66;896.27
5;Emilia-Romagna;2021;7.14;172.82;1233.16
5;Emilia-Romagna;2021;7.68;79.36;609.12
5;Emilia-Romagna;2021;11.37;61.38;697.98
5;Emilia-Romagna;2021;9.9;171.09;1693.99
5;Emilia-Romagna;2021;9.43;115.83;1092.04
5;Emilia-Romagna;2021;9.5;93.37;887.36
5;Emilia-Romagna;2021;8.1;126.1;1021.0
5;Emilia-Romagna;2021;9.17;171.12;1570.0
5;Emilia-Romagna;2021;8.84;171.36;1515.58
5;Emilia-Romagna;2021;9.13;157.1;1434.37
5;Emilia-Romagna;2021;8.64;94.68;817.91
5;Emilia-Romagna;2021;7.86;67.02;526.8
5;Emilia-Romagna;2021;8.83;52.32;462.09
5;Emilia-Romagna;2021;7.98;77.46;618.19
5;Emilia-Romagna;2021;7.87;166.4;1310.09
5;Emilia-Romagna;2021;9.75;66.82;651.22
5;Emilia-Romagna;2021;8.3;53.32;442.39
5;Emilia-Romagna;2021;8.32;81.2;675.58
5;Emilia-Romagna;2021;9.25;181.65;1680.2
5;Emilia-Romagna;2021;8.9;74.48;662.8
5;Emilia-Romagna;2021;9.03;91.49;825.93
5;Emilia-Romagna;2021;7.98;52.63;420.12
5;Emilia-Romagna;2021;9.38;114.54;1074.28
5;Emilia-Romagna;2021;8.04;95.8;769.9
5;Emilia-Romagna;2021;9.98;78.9;787.55
5;Emilia-Romagna;2021;8.76;125.8;1102.17
5;Emilia-Romagna;2021;8.21;88.43;725.75
5;Emilia-Romagna;2021;7.73;78.99;610.78
5;Emilia-Romagna;2021;8.98;173.65;1559.97
5;Emilia-Romagna;2021;10.08;165.92;1672.09
5;Emilia-Romagna;2021;10.21;196.39;2005.82
5;Emilia-Romagna;2021;8.27;154.5;1278.11
5;Emilia-Romagna;2021;8.85;136.28;1205.83
5;Emilia-Romagna;2021;8.64;75.17;649.14
5;Emilia-Romagna;2021;8.13;197.53;1605.55
5;Emilia-Romagna;2021;8.2;183.69;1506.4
5;Emilia-Romagna;2021;9.13;86.01;784.87
5;Emilia-Romagna;2021;8.44;183.66;1549.65
5;Emilia-Romagna;2021;9.01;106.09;955.72
5;Emilia-Romagna;2021;8.09;167.3;1353.14
5;Emilia-Romagna;2021;9.01;143.06;1288.34
5;Emilia-Romagna;2021;10.02;90.24;904.4
5;Emilia-Romagna;2021;7.82;107.28;838.71
5;Emilia-Romagna;2021;9.76;151.25;1476.8
5;Emilia-Romagna;2021;8.92;104.96;936.07
5;Emilia-Romagna;2021;7.97;197.36;1573.41
5;Emilia-Romagna;2021;8.38;118.49;993.35
5;Emilia-Romagna;2021;8.53;144.91;1235.8
5;Emilia-Romagna;2021;7.97;78.41;624.98
5;Emilia-Romagna;2021;9.32;55.74;519.3
5;Emilia-Romagna;2021;9.07;88.37;801.7
5;Emilia-Romagna;2021;9.83;56.92;559.57
5;Emilia-Romagna;2021;9.16;91.13;835.11
5;Emilia-Romagna;2021;8.46;72.52;613.22
5;Emilia-Romagna;2021;8.98;160.26;1439.79
5;Emilia-Romagna;2021;7.94;58.39;463.43
5;Emilia-Romagna;2021;10.55;134.83;1422.98
5;Emilia-Romagna;2021;7.94;120.85;959.68
5;Emilia-Romagna;2021;9.86;111.47;1099.28
5;Emilia-Romagna;2021;8.79;138.32;1215.37
5;Emilia-Romagna;2021;8.01;122.87;984.5
5;Emilia-Romagna;2021;9.68;140.31;1358.57
5;Emilia-Romagna;2021;9.26;74.1;685.92
5;Emilia-Romagna;2021;8.1;92.23;747.12
5;Emilia-Romagna;2021;8.96;89.32;800.41
5;Emilia-Romagna;2021;8.63;76.94;663.76
5;Emilia-Romagna;2021;9.9;178.02;1761.81
5;Emilia-Romagna;2021;8.7;175.95;1530.61
5;Emilia-Romagna;2021;9.44;196.13;1851.94
5;Emilia-Romagna;2021;10.23;86.22;882.25
5;Emilia-Romagna;2021;8.13;101.68;826.91
5;Emilia-Romagna;2021;9.87;78.05;770.6
5;Emilia-Romagna;2021;9.44;161.46;1524.35
5;Emilia-Romagna;2021;9.39;79.64;747.84
5;Emilia-Romagna;2021;7.76;69.09;536.42
5;Emilia-Romagna;2021;8.2;59.17;485.47
5;Emilia-Romagna;2021;8.03;171.95;1381.5
5;Emilia-Romagna;2021;8.57;153.27;1313.94
5;Emilia-Romagna;2021;8.33;154.08;1282.75
5;Emilia-Romagna;2021;8.72;184.61;1609.97
5;Emilia-Romagna;2021;8.57;106.95;916.2
5;Emilia-Romagna;2021;11.02;146.79;1617.52
5;Emilia-Romagna;2021;9.69;50.2;486.64
5;Emilia-Romagna;2021;9.93;66.01;655.18
5;Emilia-Romagna;2021;7.18;185.49;1331.11
5;Emilia-Romagna;2021;7.82;193.79;1515.07
5;Emilia-Romagna;2021;8.56;91.28;781.16
5;Emilia-Romagna;2021;9.62;58.94;566.92
5;Emilia-Romagna;2021;8.93;176.16;1573.62
5;Emilia-Romagna;2021;8.62;184.36;1588.74
5;Emilia-Romagna;2021;8.46;158.19;1338.95
5;Emilia-Romagna;2021;10.95;102.13;1117.92
5;Emilia-Romagna;2021;8.97;145.65;1306.36
5;Emilia-Romagna;2021;9.33;180.63;1685.08
5;Emilia-Romagna;2021;8.36;91.04;760.76
5;Emilia-Romagna;2021;8.43;97.43;821.24
5;Emilia-Romagna;2021;7.35;98.47;723.69
5;Emilia-Romagna;2021;9.61;193.97;1863.49
5;Emilia-Romagna;2021;10.16;100.73;1023.18
5;Emilia-Romagna;2021;9.25;54.73;506.49
5;Emilia-Romagna;2021;8.77;94.57;829.05
5;Emilia-Romagna;2021;9.72;182.78;1776.2
5;Emilia-Romagna;2021;7.55;138.89;1048.7
5;Emilia-Romagna;2021;9.08;102.93;934.89
5;Emilia-Romagna;2021;9.26;79.29;734.43
5;Emilia-Romagna;2021;10.43;198.17;2066.24
5;Emilia-Romagna;2021;9.78;149.0;1456.71
5;Emilia-Romagna;2021;8.32;185.95;1547.81
5;Emilia-Romagna;2021;9.26;188.4;1744.25
5;Emilia-Romagna;2021;7.9;178.45;1410.11
5;Emilia-Romagna;2021;8.39;135.53;1136.51
5;Emilia-Romagna;2021;10.42;127.99;1333.51
5;Emilia-Romagna;2021;8.44;125.28;1057.65
5;Emilia-Romagna;2021;8.18;175.87;1438.13
5;Emilia-Romagna;2021;8.66;84.24;729.89
5;Emilia-Romagna;2021;9.74;180.06;1754.34
5;Emilia-Romagna;2021;8.37;104.06;871.34
5;Emilia-Romagna;2021;9.38;160.86;1508.65
5;Emilia-Romagna;2021;8.11;81.35;659.39
5;Emilia-Romagna;2021;8.28;111.84;925.66
5;Emilia-Romagna;2021;8.18;64.28;526.0
5;Emilia-Romagna;2021;8.6;116.27;999.88
5;Emilia-Romagna;2021;7.57;127.19;962.52
5;Emilia-Romagna;2021;8.09;192.26;1555.14
5;Emilia-Romagna;2021;8.34;124.98;1042.49
5;Emilia-Romagna;2021;10.26;110.1;1129.29
5;Emilia-Romagna;2021;10.04;180.69;1814.84
5;Emilia-Romagna;2021;7.95;178.08;1415.95
5;Emilia-Romagna;2021;7.54;60.46;455.64
5;Emilia-Romagna;2021;10.66;65.14;694.51
5;Emilia-Romagna;2021;8.79;100.1;879.79
5;Emilia-Romagna;2021;8.58;187.14;1605.82
5;Emilia-Romagna;2022;8.23;111.22;915.87
5;Emilia-Romagna;2022;9.08;90.19;819.33
5;Emilia-Romagna;2022;10.01;130.18;1303.09
5;Emilia-Romagna;2022;10.59;151.45;1603.59
5;Emilia-Romagna;2022;7.13;104.62;745.88
5;Emilia-Romagna;2022;8.14;54.71;445.17
5;Emilia-Romagna;2022;10.38;153.33;1591.42
5;Emilia-Romagna;2022;9.5;57.71;548.34
5;Emilia-Romagna;2022;8.59;144.27;1238.97
5;Emilia-Romagna;2022;9.43;193.14;1820.84
5;Emilia-Romagna;2022;8.77;149.99;1315.41
5;Emilia-Romagna;2022;9.32;181.31;1690.62
5;Emilia-Romagna;2022;9.25;59.95;554.83
5;Emilia-Romagna;2022;10.49;104.25;1093.24
5;Emilia-Romagna;2022;9.59;127.6;1224.19
5;Emilia-Romagna;2022;9.61;169.31;1627.22
5;Emilia-Romagna;2022;8.34;153.85;1282.31
5;Emilia-Romagna;2022;8.68;176.59;1532.48
5;Emilia-Romagna;2022;9.92;174.74;1733.13
5;Emilia-Romagna;2022;10.34;75.57;781.57
5;Emilia-Romagna;2022;9.46;69.04;653.16
5;Emilia-Romagna;2022;9.07;141.11;1280.25
5;Emilia-Romagna;2022;8.34;135.34;1128.32
5;Emilia-Romagna;2022;9.39;194.38;1824.62
5;Emilia-Romagna;2022;8.63;182.63;1576.63
5;Emilia-Romagna;2022;8.36;130.33;1090.06
5;Emilia-Romagna;2022;9.72;124.02;1205.58
5;Emilia-Romagna;2022;10.27;56.6;581.35
5;Emilia-Romagna;2022;8.38;159.08;1333.35
5;Emilia-Romagna;2022;8.96;98.93;886.05
5;Emilia-Romagna;2022;8.9;172.31;1532.96
5;Emilia-Romagna;2022;9.19;104.74;962.77
5;Emilia-Romagna;2022;7.95;176.87;1406.28
5;Emilia-Romagna;2022;9.45;170.94;1614.55
5;Emilia-Romagna;2022;9.11;124.84;1137.24
5;Emilia-Romagna;2022;9.21;120.11;1106.69
5;Emilia-Romagna;2022;8.04;90.09;724.13
5;Emilia-Romagna;2022;8.42;74.46;626.87
5;Emilia-Romagna;2022;9.74;145.42;1416.54
5;Emilia-Romagna;2022;8.91;165.03;1471.03
5;Emilia-Romagna;2022;11.85;134.91;1598.34
5;Emilia-Romagna;2022;9.91;127.09;1258.98
5;Emilia-Romagna;2022;8.55;62.78;536.69
5;Emilia-Romagna;2022;8.77;169.18;1484.22
5;Emilia-Romagna;2022;9.79;173.37;1697.82
5;Emilia-Romagna;2022;10.12;120.14;1215.49
5;Emilia-Romagna;2022;8.62;108.66;936.45
5;Emilia-Romagna;2022;9.41;63.88;601.22
5;Emilia-Romagna;2022;9.8;175.67;1721.8
5;Emilia-Romagna;2022;8.82;156.52;1380.73
5;Emilia-Romagna;2022;9.79;190.93;1869.82
5;Emilia-Romagna;2022;8.64;184.47;1593.28
5;Emilia-Romagna;2022;10.08;162.26;1635.47
5;Emilia-Romagna;2022;9.92;78.99;783.45
5;Emilia-Romagna;2022;7.81;74.42;581.23
5;Emilia-Romagna;2022;8.19;97.37;797.12
5;Emilia-Romagna;2022;8.82;198.74;1753.2
5;Emilia-Romagna;2022;8.03;129.57;1040.92
5;Emilia-Romagna;2022;10.03;184.6;1852.33
5;Emilia-Romagna;2022;9.56;174.92;1672.01
5;Emilia-Romagna;2022;9.25;105.99;980.81
5;Emilia-Romagna;2022;8.04;73.92;594.16
5;Emilia-Romagna;2022;9.28;85.36;791.98
5;Emilia-Romagna;2022;8.84;134.07;1185.65
5;Emilia-Romagna;2022;9.66;139.39;1345.92
5;Emilia-Romagna;2022;10.77;157.43;1695.79
5;Emilia-Romagna;2022;9.08;64.42;585.11
5;Emilia-Romagna;2022;8.55;65.37;558.71
5;Emilia-Romagna;2022;8.51;106.46;906.15
5;Emilia-Romagna;2022;9.99;123.81;1236.32
5;Emilia-Romagna;2022;9.58;168.42;1614.0
5;Emilia-Romagna;2022;8.36;96.11;803.78
5;Emilia-Romagna;2022;10.12;170.59;1727.06
5;Emilia-Romagna;2022;8.76;76.16;667.47
5;Emilia-Romagna;2022;9.54;96.73;922.76
5;Emilia-Romagna;2022;7.97;105.6;842.03
5;Emilia-Romagna;2022;9.13;64.64;590.27
5;Emilia-Romagna;2022;9.76;107.85;1052.22
5;Emilia-Romagna;2022;10.87;158.07;1718.53
5;Emilia-Romagna;2022;9.45;180.34;1703.97
5;Emilia-Romagna;2022;7.58;191.56;1451.4
5;Emilia-Romagna;2022;10.3;74.23;764.26
5;Emilia-Romagna;2022;7.78;194.06;1509.45
5;Emilia-Romagna;2022;7.9;145.54;1150.52
5;Emilia-Romagna;2022;9.59;176.07;1688.46
5;Emilia-Romagna;2022;8.58;99.69;854.86
5;Emilia-Romagna;2022;7.42;71.93;533.72
5;Emilia-Romagna;2022;8.08;157.78;1274.44
5;Emilia-Romagna;2022;8.66;196.03;1698.05
5;Emilia-Romagna;2022;8.56;166.26;1422.68
5;Emilia-Romagna;2022;9.07;169.98;1540.96
5;Emilia-Romagna;2022;8.99;152.43;1370.9
5;Emilia-Romagna;2022;9.11;117.15;1067.55
5;Emilia-Romagna;2022;9.12;95.84;874.29
5;Emilia-Romagna;2022;7.54;51.72;390.2
5;Emilia-Romagna;2022;9.54;148.2;1414.01
5;Emilia-Romagna;2022;8.62;86.1;742.57
5;Emilia-Romagna;2022;8.58;98.69;846.71
5;Emilia-Romagna;2022;9.79;193.77;1896.25
5;Emilia-Romagna;2022;10.77;146.16;1574.08
5;Emilia-Romagna;2022;7.48;100.94;754.96
5;Emilia-Romagna;2022;9.64;75.46;727.71
5;Emilia-Romagna;2022;9.45;111.08;1050.26
5;Emilia-Romagna;2022;8.96;113.62;1018.17
5;Emilia-Romagna;2022;9.28;196.98;1828.47
5;Emilia-Romagna;2022;8.42;180.17;1516.92
5;Emilia-Romagna;2022;8.65;137.62;1190.54
5;Emilia-Romagna;2022;10.41;59.85;622.75
5;Emilia-Romagna;2022;9.74;181.93;1772.41
5;Emilia-Romagna;2022;10.08;172.73;1740.45
5;Emilia-Romagna;2022;9.53;166.44;1585.66
5;Emilia-Romagna;2022;9.69;91.3;884.66
5;Emilia-Romagna;2022;10.29;173.79;1788.91
5;Emilia-Romagna;2022;9.36;190.68;1784.43
5;Emilia-Romagna;2022;10.26;135.15;1386.99
5;Emilia-Romagna;2022;8.94;101.13;904.06
5;Emilia-Romagna;2022;6.78;89.91;609.35
5;Emilia-Romagna;2022;9.01;56.06;505.25
5;Emilia-Romagna;2022;9.62;103.79;998.19
5;Emilia-Romagna;2022;10.75;175.58;1886.84
5;Emilia-Romagna;2022;10.13;146.73;1486.39
5;Emilia-Romagna;2022;10.19;107.18;1091.92
5;Emilia-Romagna;2022;9.77;103.67;1013.17
5;Emilia-Romagna;2022;9.45;147.45;1392.75
5;Emilia-Romagna;2022;9.17;179.53;1646.35
5;Emilia-Romagna;2022;9.57;141.24;1351.52
5;Emilia-Romagna;2022;9.94;52.81;525.16
5;Emilia-Romagna;2022;9.81;107.24;1052.13
5;Emilia-Romagna;2022;9.71;103.94;1009.73
5;Emilia-Romagna;2022;8.2;128.97;1057.76
5;Emilia-Romagna;2022;9.31;78.38;730.06
5;Emilia-Romagna;2022;8.64;134.78;1165.01
5;Emilia-Romagna;2022;8.17;80.08;654.48
5;Emilia-Romagna;2022;8.23;162.84;1340.18
5;Emilia-Romagna;2022;9.84;71.4;702.61
5;Emilia-Romagna;2022;8.77;86.89;762.09
5;Emilia-Romagna;2022;9.59;199.76;1915.89
5;Emilia-Romagna;2022;8.53;167.46;1428.55
5;Emilia-Romagna;2022;9.47;169.98;1610.27
5;Emilia-Romagna;2022;8.73;134.43;1173.61
5;Emilia-Romagna;2022;8.54;146.57;1251.63
5;Emilia-Romagna;2022;9.38;156.55;1468.97
5;Emilia-Romagna;2022;9.35;189.63;1772.67
5;Emilia-Romagna;2022;8.51;141.68;1206.39
5;Emilia-Romagna;2022;8.51;169.63;1442.88
5;Emilia-Romagna;2022;9.07;159.33;1445.53
5;Emilia-Romagna;2022;9.2;93.68;861.96
5;Emilia-Romagna;2022;9.1;59.22;538.9
5;Emilia-Romagna;2022;10.35;143.87;1489.75
5;Emilia-Romagna;2022;9.18;104.79;961.84
5;Emilia-Romagna;2022;8.61;193.4;1665.47
5;Emilia-Romagna;2022;7.18;94.29;676.94
5;Emilia-Romagna;2022;8.4;132.38;1111.64
