Regione_ID;Regione;Anno;Prezzo_mq;Superficie_mq;Prezzo_finale
5;Emilia-Romagna;2021;1708.86;83.54;142758.66
5;Emilia-Romagna;2021;1705.84;182.35;311063.7
5;Emilia-Romagna;2021;1537.44;93.33;143487.41
5;Emilia-Romagna;2021;1589.6;166.84;265204.49
5;Emilia-Romagna;2021;1344.77;95.24;128081.16
5;Emilia-Romagna;2021;1678.72;165.14;277222.02
5;Emilia-Romagna;2021;1660.38;102.14;169599.17
5;Emilia-Romagna;2021;1573.87;140.8;221597.83
5;Emilia-Romagna;2021;1743.29;170.51;297250.07
5;Emilia-Romagna;2021;1495.98;113.47;169753.8
5;Emilia-Romagna;2021;1479.0;66.44;98263.06
5;Emilia-Romagna;2021;1550.39;168.48;261206.1
5;Emilia-Romagna;2021;1648.42;164.1;270499.16
5;Emilia-Romagna;2021;1812.21;135.36;245298.06
5;Emilia-Romagna;2021;1602.76;117.35;188084.68
5;Emilia-Romagna;2021;1298.17;191.44;248516.61
5;Emilia-Romagna;2021;1525.2;189.33;288773.89
5;Emilia-Romagna;2021;1415.81;57.94;82025.51
5;Emilia-Romagna;2021;1362.01;176.59;240514.98
5;Emilia-Romagna;2021;1644.05;182.59;300180.92
5;Emilia-Romagna;2021;1614.84;110.57;178549.18
5;Emilia-Romagna;2021;1668.5;165.49;276119.46
5;Emilia-Romagna;2021;1632.81;174.61;285105.15
5;Emilia-Romagna;2021;1475.8;111.57;164659.64
5;Emilia-Romagna;2021;1395.12;135.14;188543.14
5;Emilia-Romagna;2021;1475.5;57.51;84862.48
5;Emilia-Romagna;2021;1625.35;79.49;129192.49
5;Emilia-Romagna;2021;1922.25;175.78;337889.21
5;Emilia-Romagna;2021;1420.67;104.95;149097.53
5;Emilia-Romagna;2021;1236.07;64.69;79957.71
5;Emilia-Romagna;2021;1855.53;188.42;349609.64
5;Emilia-Romagna;2021;1836.11;92.07;169052.45
5;Emilia-Romagna;2021;1578.1;197.94;312373.08
5;Emilia-Romagna;2021;1717.31;50.24;86281.62
5;Emilia-Romagna;2021;1610.78;101.11;162867.12
5;Emilia-Romagna;2021;1703.53;73.76;125653.09
5;Emilia-Romagna;2021;1513.07;130.25;197073.91
5;Emilia-Romagna;2021;1547.31;117.16;181281.98
5;Emilia-Romagna;2021;1733.11;112.43;194849.76
5;Emilia-Romagna;2021;1634.48;139.18;227484.56
5;Emilia-Romagna;2021;1701.58;199.55;339547.3
5;Emilia-Romagna;2021;1566.28;112.34;175960.73
5;Emilia-Romagna;2021;1817.52;124.04;225446.83
5;Emilia-Romagna;2021;1614.94;66.81;107894.03
5;Emilia-Romagna;2021;1762.41;78.84;138954.82
5;Emilia-Romagna;2021;1534.22;71.31;109403.98
5;Emilia-Romagna;2021;1242.55;90.18;112054.8
5;Emilia-Romagna;2021;1773.53;69.27;122845.55
5;Emilia-Romagna;2021;1855.75;163.99;304323.11
5;Emilia-Romagna;2021;1450.19;162.14;235135.3
5;Emilia-Romagna;2021;1235.2;179.93;222254.19
5;Emilia-Romagna;2021;1493.58;126.3;188634.41
5;Emilia-Romagna;2021;1804.52;64.95;117209.72
5;Emilia-Romagna;2021;1483.1;112.17;166363.15
5;Emilia-Romagna;2021;1466.94;53.82;78955.11
5;Emilia-Romagna;2021;1783.5;135.48;241630.55
5;Emilia-Romagna;2021;1784.49;105.01;187384.64
5;Emilia-Romagna;2021;1654.81;153.85;254593.16
5;Emilia-Romagna;2021;1299.28;91.09;118351.55
5;Emilia-Romagna;2021;1669.85;172.69;288367.23
5;Emilia-Romagna;2021;1720.61;85.17;146538.5
5;Emilia-Romagna;2021;1496.54;114.49;171336.17
5;Emilia-Romagna;2021;1309.35;77.03;100853.7
5;Emilia-Romagna;2021;1594.76;103.16;164510.86
5;Emilia-Romagna;2021;1553.33;111.1;172579.67
5;Emilia-Romagna;2021;1369.42;137.82;188736.13
5;Emilia-Romagna;2021;1503.74;187.12;281381.27
5;Emilia-Romagna;2021;1786.22;107.85;192648.21
5;Emilia-Romagna;2021;1686.34;123.45;208172.64
5;Emilia-Romagna;2021;1319.44;64.78;85476.31
5;Emilia-Romagna;2021;1814.47;168.56;305842.96
5;Emilia-Romagna;2021;1586.56;147.74;234400.79
5;Emilia-Romagna;2021;1549.94;147.46;228546.51
5;Emilia-Romagna;2021;1446.67;63.93;92485.82
5;Emilia-Romagna;2021;1753.37;97.19;170409.28
5;Emilia-Romagna;2021;1681.86;159.68;268551.96
5;Emilia-Romagna;2021;1663.66;155.69;259006.67
5;Emilia-Romagna;2021;1729.71;94.38;163251.74
5;Emilia-Romagna;2021;1587.61;108.38;172068.22
5;Emilia-Romagna;2021;1644.04;89.2;146648.0
5;Emilia-Romagna;2021;1741.37;170.09;296192.48
5;Emilia-Romagna;2021;1473.72;147.6;217525.39
5;Emilia-Romagna;2021;1510.83;134.4;203059.83
5;Emilia-Romagna;2021;1665.35;59.52;99116.44
5;Emilia-Romagna;2021;1462.98;191.55;280227.59
5;Emilia-Romagna;2021;1631.39;59.65;97311.44
5;Emilia-Romagna;2021;1616.32;172.33;278543.92
5;Emilia-Romagna;2021;1591.83;84.34;134256.82
5;Emilia-Romagna;2021;1674.62;179.57;300706.63
5;Emilia-Romagna;2021;1537.01;165.53;254428.33
5;Emilia-Romagna;2021;1599.09;116.5;186286.83
5;Emilia-Romagna;2021;1544.04;111.21;171711.67
5;Emilia-Romagna;2021;1852.1;167.22;309713.35
5;Emilia-Romagna;2021;1766.28;136.9;241804.29
5;Emilia-Romagna;2021;1782.88;188.56;336183.84
5;Emilia-Romagna;2021;1822.61;122.06;222471.27
5;Emilia-Romagna;2021;1475.78;105.47;155653.67
5;Emilia-Romagna;2021;1286.73;124.34;159986.47
5;Emilia-Romagna;2021;1468.99;143.23;210407.25
5;Emilia-Romagna;2021;1540.73;86.35;133035.0
5;Emilia-Romagna;2021;1392.44;95.76;133337.2
5;Emilia-Romagna;2021;1584.91;70.89;112353.54
5;Emilia-Romagna;2021;1807.47;157.33;284378.89
5;Emilia-Romagna;2021;1612.45;80.1;129155.65
5;Emilia-Romagna;2021;1776.56;111.62;198301.84
5;Emilia-Romagna;2021;1800.41;194.74;350617.62
5;Emilia-Romagna;2021;1960.67;101.55;199110.36
5;Emilia-Romagna;2021;1732.87;61.01;105730.31
5;Emilia-Romagna;2021;1414.58;156.05;220751.75
5;Emilia-Romagna;2021;1410.04;143.29;202047.76
5;Emilia-Romagna;2021;1629.65;67.15;109427.49
5;Emilia-Romagna;2021;1505.4;160.6;241765.6
5;Emilia-Romagna;2021;1521.93;104.69;159330.62
5;Emilia-Romagna;2021;1656.95;102.86;170437.49
5;Emilia-Romagna;2021;1485.53;188.61;280178.88
5;Emilia-Romagna;2021;1405.39;170.87;240143.24
5;Emilia-Romagna;2021;1536.28;168.61;259038.33
5;Emilia-Romagna;2021;1603.83;53.02;85037.81
5;Emilia-Romagna;2021;1633.77;131.72;215196.46
5;Emilia-Romagna;2021;1374.73;192.65;264836.93
5;Emilia-Romagna;2021;1819.29;130.05;236602.36
5;Emilia-Romagna;2021;1666.34;128.36;213883.13
5;Emilia-Romagna;2021;1614.37;99.35;160381.9
5;Emilia-Romagna;2021;1591.2;182.22;289950.09
5;Emilia-Romagna;2021;1564.75;52.12;81548.86
5;Emilia-Romagna;2021;1824.4;173.49;316516.96
5;Emilia-Romagna;2021;1627.63;146.08;237761.57
5;Emilia-Romagna;2021;1807.06;73.72;133211.74
5;Emilia-Romagna;2021;1774.1;162.33;287990.04
5;Emilia-Romagna;2021;1672.57;185.07;309546.58
5;Emilia-Romagna;2021;1538.98;51.26;78889.51
5;Emilia-Romagna;2021;1877.88;104.07;195430.69
5;Emilia-Romagna;2021;1510.63;72.42;109399.34
5;Emilia-Romagna;2021;1810.37;181.67;328887.3
5;Emilia-Romagna;2021;1483.27;70.42;104448.44
5;Emilia-Romagna;2021;1528.53;159.22;243378.34
5;Emilia-Romagna;2021;1447.0;124.34;179919.63
5;Emilia-Romagna;2021;1672.13;191.32;319910.64
5;Emilia-Romagna;2021;1581.82;119.68;189318.24
5;Emilia-Romagna;2021;1455.78;173.31;252302.67
5;Emilia-Romagna;2021;1577.86;181.4;286219.87
5;Emilia-Romagna;2021;1792.69;124.2;222647.1
5;Emilia-Romagna;2021;1494.52;157.46;235323.44
5;Emilia-Romagna;2021;1714.43;139.37;238944.99
5;Emilia-Romagna;2021;1470.08;122.06;179438.96
5;Emilia-Romagna;2021;1376.01;106.86;147040.17
5;Emilia-Romagna;2021;1625.8;133.63;217248.65
5;Emilia-Romagna;2021;1624.03;143.14;232462.44
5;Emilia-Romagna;2021;1726.4;142.45;245924.62
5;Emilia-Romagna;2021;1640.7;170.1;279078.79
5;Emilia-Romagna;2021;1951.43;119.41;233018.39
5;Emilia-Romagna;2021;1538.86;192.07;295568.3
5;Emilia-Romagna;2021;1561.57;119.07;185928.78
5;Emilia-Romagna;2021;1839.4;181.18;333253.79
5;Emilia-Romagna;2021;1745.87;169.02;295078.72
5;Emilia-Romagna;2021;1509.32;147.48;222588.7
5;Emilia-Romagna;2021;1532.63;123.33;189023.62
5;Emilia-Romagna;2021;1445.33;149.29;215769.04
5;Emilia-Romagna;2021;1742.98;164.13;286078.97
5;Emilia-Romagna;2021;1740.86;118.89;206976.14
5;Emilia-Romagna;2021;1538.25;183.49;282250.75
5;Emilia-Romagna;2021;1741.06;140.57;244746.16
5;Emilia-Romagna;2021;1630.07;102.07;166382.0
5;Emilia-Romagna;2021;1654.62;160.67;265843.62
5;Emilia-Romagna;2021;1748.99;141.93;248228.2
5;Emilia-Romagna;2021;1696.9;176.34;299229.69
5;Emilia-Romagna;2021;1240.4;105.89;131345.46
5;Emilia-Romagna;2021;1376.9;159.15;219128.61
5;Emilia-Romagna;2021;1464.13;162.84;238418.68
5;Emilia-Romagna;2021;1430.56;61.84;88471.41
5;Emilia-Romagna;2021;1807.01;147.7;266892.6
5;Emilia-Romagna;2021;1915.76;84.63;162120.84
5;Emilia-Romagna;2021;1452.45;88.04;127873.4
5;Emilia-Romagna;2021;1776.88;162.27;288338.47
5;Emilia-Romagna;2021;1432.19;100.38;143757.28
5;Emilia-Romagna;2021;1662.09;140.02;232722.92
5;Emilia-Romagna;2021;1816.66;64.19;116606.08
5;Emilia-Romagna;2021;1736.61;157.13;272880.05
5;Emilia-Romagna;2021;1520.44;57.52;87462.67
5;Emilia-Romagna;2022;1696.71;57.46;97495.37
5;Emilia-Romagna;2022;1376.15;158.11;217580.47
5;Emilia-Romagna;2022;1650.48;97.98;161708.45
5;Emilia-Romagna;2022;1708.94;187.55;320505.28
5;Emilia-Romagna;2022;1203.99;115.45;139004.87
5;Emilia-Romagna;2022;1545.01;148.88;230014.02
5;Emilia-Romagna;2022;1504.87;185.5;279153.48
5;Emilia-Romagna;2022;1722.8;102.82;177142.0
5;Emilia-Romagna;2022;1620.01;58.64;95003.02
5;Emilia-Romagna;2022;1510.14;188.93;285304.77
5;Emilia-Romagna;2022;1709.32;104.1;177947.47
5;Emilia-Romagna;2022;1681.37;123.56;207751.83
5;Emilia-Romagna;2022;1680.93;63.43;106625.15
5;Emilia-Romagna;2022;1561.14;168.25;262660.63
5;Emilia-Romagna;2022;1606.04;72.3;116118.86
5;Emilia-Romagna;2022;1717.26;93.52;160594.25
5;Emilia-Romagna;2022;1403.8;148.39;208303.4
5;Emilia-Romagna;2022;1458.13;81.95;119488.97
5;Emilia-Romagna;2022;1819.54;90.53;164723.34
5;Emilia-Romagna;2022;1711.46;195.28;334216.4
5;Emilia-Romagna;2022;1566.22;159.43;249709.12
5;Emilia-Romagna;2022;1382.52;85.36;118010.17
5;Emilia-Romagna;2022;1722.58;145.22;250154.93
5;Emilia-Romagna;2022;1357.54;131.4;178383.59
5;Emilia-Romagna;2022;1455.26;138.71;201861.65
5;Emilia-Romagna;2022;1618.57;103.58;167656.77
5;Emilia-Romagna;2022;1726.29;92.45;159595.47
5;Emilia-Romagna;2022;1512.8;173.43;262359.74
5;Emilia-Romagna;2022;1246.44;125.18;156032.22
5;Emilia-Romagna;2022;1379.55;70.0;96571.98
5;Emilia-Romagna;2022;1674.16;140.7;235546.57
5;Emilia-Romagna;2022;1457.96;59.69;87019.42
5;Emilia-Romagna;2022;1445.18;134.11;193815.54
5;Emilia-Romagna;2022;1535.58;190.3;292220.61
5;Emilia-Romagna;2022;1523.16;96.6;147132.57
5;Emilia-Romagna;2022;1352.03;189.11;255681.63
5;Emilia-Romagna;2022;1392.76;69.52;96825.0
5;Emilia-Romagna;2022;1504.6;78.28;117780.71
5;Emilia-Romagna;2022;1497.72;126.27;189109.34
5;Emilia-Romagna;2022;1599.67;85.82;137280.99
5;Emilia-Romagna;2022;1645.24;89.87;147859.04
5;Emilia-Romagna;2022;1422.97;135.37;192623.47
5;Emilia-Romagna;2022;1724.05;192.33;331589.16
5;Emilia-Romagna;2022;1607.0;190.41;305980.54
5;Emilia-Romagna;2022;1459.21;171.83;250730.1
5;Emilia-Romagna;2022;1795.76;93.29;167529.26
5;Emilia-Romagna;2022;1430.12;118.62;169644.7
5;Emilia-Romagna;2022;1539.87;89.01;137065.11
5;Emilia-Romagna;2022;1755.78;145.13;254816.77
5;Emilia-Romagna;2022;1613.46;133.64;215620.39
5;Emilia-Romagna;2022;1450.16;103.73;150430.78
5;Emilia-Romagna;2022;1426.13;111.31;158747.07
5;Emilia-Romagna;2022;1327.37;181.11;240400.67
5;Emilia-Romagna;2022;1422.03;116.46;165602.5
5;Emilia-Romagna;2022;1518.59;59.57;90458.62
5;Emilia-Romagna;2022;1420.56;84.18;119583.7
5;Emilia-Romagna;2022;1529.89;60.06;91888.45
5;Emilia-Romagna;2022;1294.63;109.2;141369.05
5;Emilia-Romagna;2022;1701.02;51.08;86883.32
5;Emilia-Romagna;2022;1620.01;183.72;297632.24
5;Emilia-Romagna;2022;1552.53;156.73;243324.09
5;Emilia-Romagna;2022;1567.0;64.07;100391.94
5;Emilia-Romagna;2022;1321.54;141.23;186643.44
5;Emilia-Romagna;2022;1527.52;62.86;96022.41
5;Emilia-Romagna;2022;1554.41;63.55;98776.99
5;Emilia-Romagna;2022;1478.67;68.98;102001.79
5;Emilia-Romagna;2022;1705.69;187.29;319464.2
5;Emilia-Romagna;2022;1502.3;133.59;200686.22
5;Emilia-Romagna;2022;1404.09;151.44;212635.98
5;Emilia-Romagna;2022;1616.89;158.19;255771.45
5;Emilia-Romagna;2022;1410.72;66.7;94092.47
5;Emilia-Romagna;2022;1272.62;130.78;166434.4
5;Emilia-Romagna;2022;1437.19;68.22;98049.93
5;Emilia-Romagna;2022;1682.35;146.71;246810.01
5;Emilia-Romagna;2022;1459.98;172.52;251876.65
5;Emilia-Romagna;2022;1308.75;58.2;76166.89
5;Emilia-Romagna;2022;1372.77;83.74;114953.19
5;Emilia-Romagna;2022;1440.95;159.67;230076.69
5;Emilia-Romagna;2022;1496.32;156.35;233956.89
5;Emilia-Romagna;2022;1509.78;97.13;146642.65
5;Emilia-Romagna;2022;1654.56;108.22;179059.69
5;Emilia-Romagna;2022;1436.51;167.5;240621.83
5;Emilia-Romagna;2022;1717.22;193.71;332640.2
5;Emilia-Romagna;2022;1532.6;83.67;128225.4
5;Emilia-Romagna;2022;1624.85;104.92;170471.93
5;Emilia-Romagna;2022;1358.0;163.78;222414.7
5;Emilia-Romagna;2022;1651.44;57.59;95107.86
5;Emilia-Romagna;2022;1907.56;95.9;182932.53
5;Emilia-Romagna;2022;1502.84;139.56;209734.09
5;Emilia-Romagna;2022;1465.61;108.63;159214.32
5;Emilia-Romagna;2022;1326.25;95.89;127180.44
5;Emilia-Romagna;2022;1843.83;55.36;102076.4
5;Emilia-Romagna;2022;1566.43;73.47;115084.56
5;Emilia-Romagna;2022;1346.25;196.3;264266.01
5;Emilia-Romagna;2022;1690.71;119.2;201534.59
5;Emilia-Romagna;2022;1612.65;113.0;182222.4
5;Emilia-Romagna;2022;1401.56;93.32;130793.51
5;Emilia-Romagna;2022;1242.34;143.88;178753.08
5;Emilia-Romagna;2022;1547.03;189.13;292594.61
5;Emilia-Romagna;2022;1699.33;102.74;174594.25
5;Emilia-Romagna;2022;1590.34;51.9;82534.77
5;Emilia-Romagna;2022;1355.3;167.71;227297.68
5;Emilia-Romagna;2022;1684.7;84.25;141930.26
5;Emilia-Romagna;2022;1287.29;93.34;120156.64
5;Emilia-Romagna;2022;1409.65;126.08;177726.05
5;Emilia-Romagna;2022;1251.58;60.66;75925.21
5;Emilia-Romagna;2022;1503.15;80.91;121616.18
5;Emilia-Romagna;2022;1420.05;91.31;129660.39
5;Emilia-Romagna;2022;1358.34;59.67;81047.94
5;Emilia-Romagna;2022;1541.13;56.57;87176.93
5;Emilia-Romagna;2022;1388.01;142.17;197330.96
5;Emilia-Romagna;2022;1793.84;197.59;354443.12
5;Emilia-Romagna;2022;1466.97;178.25;261485.87
5;Emilia-Romagna;2022;1591.24;112.72;179366.81
5;Emilia-Romagna;2022;1219.86;60.78;74142.34
5;Emilia-Romagna;2022;1679.98;130.49;219223.88
5;Emilia-Romagna;2022;1615.09;198.01;319803.61
5;Emilia-Romagna;2022;1563.03;162.78;254435.34
5;Emilia-Romagna;2022;1574.55;177.39;279301.39
5;Emilia-Romagna;2022;1750.89;106.69;186800.13
5;Emilia-Romagna;2022;1700.16;172.63;293491.46
5;Emilia-Romagna;2022;1354.85;153.9;208513.91
5;Emilia-Romagna;2022;1167.59;95.81;111862.34
5;Emilia-Romagna;2022;1796.84;197.18;354305.3
5;Emilia-Romagna;2022;1289.04;121.89;157114.99
5;Emilia-Romagna;2022;1422.61;56.07;79760.91
5;Emilia-Romagna;2022;1819.1;144.82;263434.68
5;Emilia-Romagna;2022;1412.94;175.96;248614.25
5;Emilia-Romagna;2022;1671.91;189.44;316722.2
5;Emilia-Romagna;2022;1344.79;86.04;115708.22
5;Emilia-Romagna;2022;1408.6;124.59;175490.69
5;Emilia-Romagna;2022;1327.11;161.75;214657.17
5;Emilia-Romagna;2022;1166.36;116.94;136390.49
5;Emilia-Romagna;2022;1643.33;70.64;116077.73
5;Emilia-Romagna;2022;1528.29;120.43;184058.22
5;Emilia-Romagna;2022;1454.82;65.63;95479.16
5;Emilia-Romagna;2022;1723.42;93.23;160667.23
5;Emilia-Romagna;2022;1639.07;194.81;319311.14
5;Emilia-Romagna;2022;1422.36;102.06;145170.07
5;Emilia-Romagna;2022;1487.41;55.29;82242.16
5;Emilia-Romagna;2022;1766.93;60.03;106066.45
5;Emilia-Romagna;2022;1483.4;157.79;234072.83
5;Emilia-Romagna;2022;1492.07;82.04;122411.82
5;Emilia-Romagna;2022;1519.53;138.47;210412.06
5;Emilia-Romagna;2022;1426.63;148.91;212439.46
5;Emilia-Romagna;2022;1597.83;51.03;81534.02
5;Emilia-Romagna;2022;1653.71;61.83;102242.06
5;Emilia-Romagna;2022;1629.26;179.73;292835.3
5;Emilia-Romagna;2022;1443.75;183.62;265107.99
5;Emilia-Romagna;2022;1384.52;135.63;187787.72
5;Emilia-Romagna;2022;1680.13;76.84;129100.79
5;Emilia-Romagna;2022;1481.96;133.27;197500.53
5;Emilia-Romagna;2022;1591.66;113.89;181281.96
5;Emilia-Romagna;2022;1371.72;177.13;242969.72
5;Emilia-Romagna;2022;1404.84;100.49;141169.97
5;Emilia-Romagna;2022;1607.67;180.05;289454.42
5;Emilia-Romagna;2022;1817.48;114.6;208279.3
5;Emilia-Romagna;2022;1509.9;193.31;291882.55
5;Emilia-Romagna;2022;1404.82;177.46;249299.25
5;Emilia-Romagna;2022;1729.07;142.03;245570.97
5;Emilia-Romagna;2022;1493.28;181.52;271066.32
5;Emilia-Romagna;2022;1593.71;105.27;167776.16
5;Emilia-Romagna;2022;1448.42;109.37;158411.86
5;Emilia-Romagna;2022;1507.2;159.08;239772.4
5;Emilia-Romagna;2022;1527.06;71.81;109658.38
5;Emilia-Romagna;2022;1698.27;185.05;314269.35
5;Emilia-Romagna;2022;1658.25;177.69;294649.35
5;Emilia-Romagna;2022;1549.78;178.0;275854.54
5;Emilia-Romagna;2022;1710.85;55.77;95415.61
5;Emilia-Romagna;2022;1536.67;113.63;174619.3
5;Emilia-Romagna;2022;1357.28;83.09;112770.22
5;Emilia-Romagna;2022;1600.13;199.8;319708.32
5;Emilia-Romagna;2022;1501.82;171.51;257584.36
5;Emilia-Romagna;2022;1648.61;162.56;267999.67
5;Emilia-Romagna;2022;1718.98;121.99;209703.93
5;Emilia-Romagna;2022;1656.04;165.49;274066.68
5;Emilia-Romagna;2022;1613.12;143.91;232143.23
5;Emilia-Romagna;2022;1417.72;62.04;87953.0
5;Emilia-Romagna;2022;1305.84;120.86;157820.7
5;Emilia-Romagna;2022;1427.72;168.2;240136.59
5;Emilia-Romagna;2022;1537.3;89.8;138056.91
5;Emilia-Romagna;2022;1429.04;180.34;257710.26
5;Emilia-Romagna;2022;1736.96;198.52;344826.77
5;Emilia-Romagna;2022;1466.79;141.3;207256.74
5;Emilia-Romagna;2022;1497.73;182.47;273294.83
5;Emilia-Romagna;2022;1599.85;56.36;90162.03
5;Emilia-Romagna;2022;1580.51;118.78;187736.51
5;Emilia-Romagna;2022;1658.16;149.04;247128.38
5;Emilia-Romagna;2022;1426.43;81.86;116766.17
5;Emilia-Romagna;2022;1704.1;198.09;337573.56
5;Emilia-Romagna;2022;1660.15;57.27;95083.15
5;Emilia-Romagna;2022;1436.75;160.44;230519.41
5;Emilia-Romagna;2022;1642.46;107.99;177373.36
5;Emilia-Romagna;2022;1820.09;93.8;170718.02
5;Emilia-Romagna;2022;1435.71;144.05;206809.92
5;Emilia-Romagna;2022;1767.89;104.33;184443.68
5;Emilia-Romagna;2022;2046.07;138.5;283373.46
5;Emilia-Romagna;2022;1613.94;146.98;237221.8
5;Emilia-Romagna;2022;1397.28;191.24;267219.71
5;Emilia-Romagna;2022;1605.26;196.77;315861.24
5;Emilia-Romagna;2022;1755.42;109.55;192309.57
5;Emilia-Romagna;2022;1638.67;126.37;207079.58
5;Emilia-Romagna;2022;1517.29;197.64;299878.94
5;Emilia-Romagna;2022;1734.91;63.1;109478.04
5;Emilia-Romagna;2022;1512.99;80.42;121671.53
5;Emilia-Romagna;2022;1691.52;197.81;334604.32
5;Emilia-Romagna;2022;1409.24;180.16;253894.22
5;Emilia-Romagna;2022;1699.44;187.59;318793.88
5;Emilia-Romagna;2022;1680.36;168.44;283032.91
5;Emilia-Romagna;2022;1597.89;142.77;228131.64
5;Emilia-Romagna;2022;1245.16;144.74;180220.74
5;Emilia-Romagna;2022;1593.87;84.78;135133.89
5;Emilia-Romagna;2022;1518.7;157.82;239685.14
5;Emilia-Romagna;2022;1465.4;198.91;291478.91
5;Emilia-Romagna;2022;1554.05;73.03;113487.73
5;Emilia-Romagna;2022;1536.06;111.15;170738.85
5;Emilia-Romagna;2022;1347.52;95.04;128063.07
5;Emilia-Romagna;2022;1407.99;118.28;166533.01
5;Emilia-Romagna;2022;1356.2;103.35;140162.38
5;Emilia-Romagna;2022;1510.5;79.2;119628.44
5;Emilia-Romagna;2022;1470.48;175.27;257738.34
5;Emilia-Romagna;2022;1449.71;62.66;90840.65
5;Emilia-Romagna;2022;1610.89;55.08;88731.63
5;Emilia-Romagna;2022;1591.84;115.81;184348.0
5;Emilia-Romagna;2022;1638.05;76.62;125514.06
5;Emilia-Romagna;2022;1877.33;176.41;331179.25
5;Emilia-Romagna;2022;1429.46;122.05;174470.18
5;Emilia-Romagna;2022;1422.11;75.12;106822.08
5;Emilia-Romagna;2022;1392.44;99.73;138868.1
5;Emilia-Romagna;2022;1612.39;167.53;270122.92
5;Emilia-Romagna;2022;1378.18;100.28;138204.11
5;Emilia-Romagna;2022;1550.78;195.72;303516.83
5;Emilia-Romagna;2022;1392.07;50.15;69808.73
5;Emilia-Romagna;2022;1717.52;181.04;310938.93
5;Emilia-Romagna;2022;1766.28;177.19;312959.19
5;Emilia-Romagna;2022;1469.37;150.22;220725.71
5;Emilia-Romagna;2022;1298.72;160.8;208833.48
5;Emilia-Romagna;2022;1483.21;82.78;122778.68
5;Emilia-Romagna;2022;1355.97;154.27;209186.31
5;Emilia-Romagna;2022;1495.57;153.26;229215.12
5;Emilia-Romagna;2022;1294.34;183.59;237633.45
5;Emilia-Romagna;2022;1805.13;75.28;135881.79
5;Emilia-Romagna;2022;1463.85;198.45;290494.15
5;Emilia-Romagna;2022;1786.35;119.55;213564.72
5;Emilia-Romagna;2022;1540.11;132.64;204282.32
5;Emilia-Romagna;2022;1264.8;167.93;212398.18
5;Emilia-Romagna;2022;1472.81;54.48;80241.05
5;Emilia-Romagna;2022;1535.3;153.88;236249.29
5;Emilia-Romagna;2022;1432.78;173.02;247902.67
5;Emilia-Romagna;2022;1678.1;135.76;227821.48
5;Emilia-Romagna;2022;1546.13;198.06;306229.39
5;Emilia-Romagna;2022;1628.25;178.07;289947.38
5;Emilia-Romagna;2022;1380.74;144.74;199843.56
5;Emilia-Romagna;2022;1394.21;79.82;111289.71
5;Emilia-Romagna;2022;1685.41;164.45;277162.29
5;Emilia-Romagna;2022;1294.7;51.13;66193.0
5;Emilia-Romagna;2022;1578.92;164.4;259574.22
5;Emilia-Romagna;2022;1530.71;105.68;161760.29
5;Emilia-Romagna;2022;1670.97;104.52;174652.08
5;Emilia-Romagna;2022;1267.83;141.58;179498.6
5;Emilia-Romagna;2022;1680.97;124.97;210069.03
5;Emilia-Romagna;2022;1725.72;148.21;255761.16
5;Emilia-Romagna;2022;1822.24;104.31;190083.69
5;Emilia-Romagna;2022;1525.66;64.04;97709.27
5;Emilia-Romagna;2022;1362.06;128.67;175257.0
5;Emilia-Romagna;2022;1741.31;71.81;125042.44
5;Emilia-Romagna;2022;1404.71;179.7;252424.35
5;Emilia-Romagna;2022;1615.62;182.94;295553.0
5;Emilia-Romagna;2022;1370.59;104.02;142567.18
5;Emilia-Romagna;2022;1580.09;149.67;236489.63
5;Emilia-Romagna;2022;1445.18;50.91;73569.15
5;Emilia-Romagna;2022;1353.49;140.59;190283.66
5;Emilia-Romagna;2022;1520.81;113.95;173290.96
5;Emilia-Romagna;2022;1728.56;192.43;332626.09
5;Emilia-Romagna;2022;1675.79;117.72;197279.71
5;Emilia-Romagna;2022;1302.34;179.45;233699.69
5;Emilia-Romagna;2022;1485.34;196.18;291387.35
5;Emilia-Romagna;2022;1547.56;56.87;88005.5
5;Emilia-Romagna;2022;1650.13;150.82;248879.84
5;Emilia-Romagna;2022;1684.25;73.75;124209.67
5;Emilia-Romagna;2022;1571.45;167.61;263394.09
5;Emilia-Romagna;2022;1742.69;151.38;263810.92
5;Emilia-Romagna;2022;1326.0;143.62;190446.42
5;Emilia-Romagna;2022;1880.31;146.92;276253.05
5;Emilia-Romagna;2022;1715.37;74.15;127193.01
5;Emilia-Romagna;2022;1412.68;133.77;188972.83
5;Emilia-Romagna;2022;1654.3;169.24;279969.82
5;Emilia-Romagna;2022;1764.86;113.36;200067.43
5;Emilia-Romagna;2022;1518.27;177.04;268793.4
5;Emilia-Romagna;2022;1427.11;53.25;75988.41
5;Emilia-Romagna;2022;1668.01;132.6;221184.73
5;Emilia-Romagna;2022;1837.16;191.11;351106.73
5;Emilia-Romagna;2022;1817.57;197.44;358859.47
5;Emilia-Romagna;2022;1899.95;168.33;319809.73
5;Emilia-Romagna;2022;1370.91;78.22;107230.99
5;Emilia-Romagna;2022;1430.28;166.7;238431.49
5;Emilia-Romagna;2022;1718.6;113.25;194632.83
5;Emilia-Romagna;2022;1408.82;76.79;108183.39
5;Emilia-Romagna;2022;1276.02;53.03;67668.94
5;Emilia-Romagna;2022;1403.66;147.44;206957.43
5;Emilia-Romagna;2023;1707.94;162.03;276732.72
5;Emilia-Romagna;2023;1695.04;195.02;330570.74
